path,loc,batch,p1_status,p1_date,p2_lenses,dossier,notes
Programma_CS2_RENAN/apps/qt_app/screens/placeholder.py,59,B40,,,,D-B40,
Programma_CS2_RENAN/apps/qt_app/screens/match_detail_screen.py,1227,B41,,,,D-B41,
Programma_CS2_RENAN/apps/qt_app/screens/performance_screen.py,828,B41,,,,D-B41,
Programma_CS2_RENAN/apps/qt_app/screens/tactical_viewer_screen.py,1702,B42,,,,D-B42,
Programma_CS2_RENAN/apps/qt_app/screens/coach_screen.py,862,B43,,,,D-B43,
Programma_CS2_RENAN/apps/qt_app/screens/pro_comparison_screen.py,845,B43,,,,D-B43,
Programma_CS2_RENAN/apps/qt_app/screens/pro_player_detail_screen.py,341,B43,,,,D-B43,
Programma_CS2_RENAN/apps/qt_app/screens/faceit_config_screen.py,147,B44,,,,D-B44,
Programma_CS2_RENAN/apps/qt_app/screens/profile_screen.py,297,B44,,,,D-B44,
Programma_CS2_RENAN/apps/qt_app/screens/settings_screen.py,1031,B44,,,,D-B44,
Programma_CS2_RENAN/apps/qt_app/screens/steam_config_screen.py,268,B44,,,,D-B44,
Programma_CS2_RENAN/apps/qt_app/screens/user_profile_screen.py,228,B44,,,,D-B44,
Programma_CS2_RENAN/apps/qt_app/screens/__init__.py,1,B45,,,,D-B45,
Programma_CS2_RENAN/apps/qt_app/screens/help_screen.py,609,B45,,,,D-B45,
Programma_CS2_RENAN/apps/qt_app/screens/wizard_screen.py,856,B45,,,,D-B45,
console.py,1671,B46,,,,D-B46,
batch_ingest.py,325,B47,,,,D-B47,
goliath.py,301,B47,,,,D-B47,
run_full_training_cycle.py,247,B47,,,,D-B47,
schema.py,326,B47,,,,D-B47,
setup.py,5,B47,,,,D-B47,
tools/headless_validator.py,2910,B48,,,,D-B48,
tools/dev_health.py,115,B49,,,,D-B49,
tools/portability_test.py,1573,B49,,,,D-B49,
tools/run_console_boot.py,165,B49,,,,D-B49,
tools/verify_all_safe.py,135,B49,,,,D-B49,
tools/verify_lock_hashes.py,248,B49,,,,D-B49,
tools/verify_main_boot.py,176,B49,,,,D-B49,
tools/build_web.py,141,B50,,,,D-B50,
tools/gen_design_tokens.py,445,B50,,,,D-B50,
tools/ui_fixtures.py,977,B50,,,,D-B50,
tools/ui_gallery.py,290,B50,,,,D-B50,
tools/ui_screenshot.py,194,B50,,,,D-B50,
tools/d3_recover_shard_metadata.py,543,B51,,,,D-B51,
tools/mine_shard_strategies.py,1451,B51,,,,D-B51,
tools/db_health_diagnostic.py,584,B52,,,,D-B52,
tools/populate_match_results.py,268,B52,,,,D-B52,
tools/populate_round_stats.py,287,B52,,,,D-B52,
tools/reset_pro_data.py,667,B52,,,,D-B52,
tools/wipe_for_reingest_safe.py,541,B52,,,,D-B52,
tools/flag_ghost_players.py,67,B53,,,,D-B53,
tools/merge_demo_pool.py,191,B53,,,,D-B53,
tools/migrate_db.py,254,B53,,,,D-B53,
tools/purge_default_stats_rag.py,122,B53,,,,D-B53,
tools/repair_equipment_value.py,189,B53,,,,D-B53,
tools/repair_kast.py,133,B53,,,,D-B53,
tools/repair_ratings.py,100,B53,,,,D-B53,
tools/repair_tick_features.py,198,B53,,,,D-B53,
tools/rescrape_placeholder_pros.py,191,B53,,,,D-B53,
tools/sync_pro_players.py,144,B53,,,,D-B53,
tools/tick_census.py,239,B53,,,,D-B53,
tools/observe_training_cycle.py,572,B54,,,,D-B54,
tools/policy_runner.py,687,B54,,,,D-B54,
tools/rebuild_monolith.py,1065,B54,,,,D-B54,
tools/coach_answer_eval.py,329,B55,,,,D-B55,
tools/drift_detector.py,272,B55,,,,D-B55,
tools/eval_harness.py,741,B55,,,,D-B55,
tools/mine_coaching_experience.py,235,B55,,,,D-B55,
tools/test_rap_lite.py,89,B55,,,,D-B55,
tools/test_tactical_pipeline.py,443,B55,,,,D-B55,
tools/validate_coaching_pipeline.py,252,B55,,,,D-B55,
tools/audit_binaries.py,218,B56,,,,D-B56,
tools/audit_scanner.py,467,B56,,,,D-B56,
tools/ingest_pro_demos.py,230,B56,,,,D-B56,
tools/refresh_compose_digests.py,229,B56,,,,D-B56,
tools/refresh_model_pins.py,194,B56,,,,D-B56,
tools/sbom_generator.py,214,B56,,,,D-B56,
tools/seed_hltv_apply_vision.py,324,B56,,,,D-B56,
tools/seed_hltv_top_n.py,630,B56,,,,D-B56,
docs/tooling/generate_zh_pdfs.py,284,B57,,,,D-B57,
tools/Feature_Audit.py,208,B57,,,,D-B57,
tools/Sanitize_Project.py,198,B57,,,,D-B57,
tools/build_pipeline.py,226,B57,,,,D-B57,
tools/d4_disk_hygiene_audit.py,273,B57,,,,D-B57,
tools/dead_code_detector.py,581,B57,,,,D-B57,
tools/fuzz/__init__.py,4,B57,,,,D-B57,
tools/fuzz/fuzz_demo_parser.py,268,B57,,,,D-B57,
Programma_CS2_RENAN/tools/migrate_hltv_schema_2026_05.py,159,B58,,,,D-B58,
Programma_CS2_RENAN/tools/seed_hltv_top20.py,1454,B58,,,,D-B58,
Programma_CS2_RENAN/tools/sync_integrity_manifest.py,171,B58,,,,D-B58,
Programma_CS2_RENAN/tools/Goliath_Hospital.py,1119,B59,,,,D-B59,
Programma_CS2_RENAN/tools/aggregate_match_stats_sql.py,939,B59,,,,D-B59,
Programma_CS2_RENAN/tools/Ultimate_ML_Coach_Debugger.py,529,B60,,,,D-B60,
Programma_CS2_RENAN/tools/backend_validator.py,605,B60,,,,D-B60,
Programma_CS2_RENAN/tools/context_gatherer.py,577,B60,,,,D-B60,
Programma_CS2_RENAN/tools/db_inspector.py,528,B60,,,,D-B60,
Programma_CS2_RENAN/tools/__init__.py,0,B61,,,,D-B61,
Programma_CS2_RENAN/tools/_infra.py,441,B61,,,,D-B61,
Programma_CS2_RENAN/tools/build_tools.py,374,B61,,,,D-B61,
Programma_CS2_RENAN/tools/demo_inspector.py,345,B61,,,,D-B61,
Programma_CS2_RENAN/tools/project_snapshot.py,438,B61,,,,D-B61,
Programma_CS2_RENAN/tools/register_orphan_matches.py,423,B61,,,,D-B61,
Programma_CS2_RENAN/tools/repair_rating_scale.py,226,B61,,,,D-B61,
Programma_CS2_RENAN/tools/ui_diagnostic.py,316,B61,,,,D-B61,
Programma_CS2_RENAN/tools/user_tools.py,315,B61,,,,D-B61,
Programma_CS2_RENAN/tests/automated_suite/__init__.py,1,B62,,,,D-B62,
Programma_CS2_RENAN/tests/automated_suite/test_e2e.py,72,B62,,,,D-B62,
Programma_CS2_RENAN/tests/automated_suite/test_functional.py,23,B62,,,,D-B62,
Programma_CS2_RENAN/tests/automated_suite/test_smoke.py,84,B62,,,,D-B62,
Programma_CS2_RENAN/tests/automated_suite/test_system_regression.py,58,B62,,,,D-B62,
Programma_CS2_RENAN/tests/automated_suite/test_unit.py,90,B62,,,,D-B62,
Programma_CS2_RENAN/tests/conftest.py,653,B62,,,,D-B62,
tests/conftest.py,10,B62,,,,D-B62,
tests/setup_golden_data.py,175,B62,,,,D-B62,
Programma_CS2_RENAN/tests/test_coach_manager_flows.py,1178,B63,,,,D-B63,
Programma_CS2_RENAN/tests/test_coach_manager_tensors.py,242,B63,,,,D-B63,
Programma_CS2_RENAN/tests/test_jepa_model.py,536,B63,,,,D-B63,
Programma_CS2_RENAN/tests/test_jepa_training_pipeline.py,704,B63,,,,D-B63,
Programma_CS2_RENAN/tests/test_training_orchestrator_flows.py,1055,B63,,,,D-B63,
Programma_CS2_RENAN/tests/test_training_orchestrator_logic.py,305,B63,,,,D-B63,
Programma_CS2_RENAN/tests/test_chronovisor_highlights.py,375,B64,,,,D-B64,
Programma_CS2_RENAN/tests/test_chronovisor_scanner.py,296,B64,,,,D-B64,
Programma_CS2_RENAN/tests/test_coper_pathway.py,1167,B64,,,,D-B64,
Programma_CS2_RENAN/tests/test_jepa_window_fetcher.py,118,B64,,,,D-B64,
Programma_CS2_RENAN/tests/test_nn_extensions.py,384,B64,,,,D-B64,
Programma_CS2_RENAN/tests/test_nn_infrastructure.py,381,B64,,,,D-B64,
Programma_CS2_RENAN/tests/test_rap_coach.py,633,B64,,,,D-B64,
Programma_CS2_RENAN/tests/test_rap_training_dry_run.py,259,B64,,,,D-B64,
Programma_CS2_RENAN/tests/test_rap_window_fetcher.py,127,B64,,,,D-B64,
Programma_CS2_RENAN/tests/test_analysis_engines.py,259,B65,,,,D-B65,
Programma_CS2_RENAN/tests/test_analysis_engines_extended.py,473,B65,,,,D-B65,
Programma_CS2_RENAN/tests/test_analysis_gaps.py,563,B65,,,,D-B65,
Programma_CS2_RENAN/tests/test_belief_model_extended.py,401,B65,,,,D-B65,
Programma_CS2_RENAN/tests/test_game_theory.py,1171,B65,,,,D-B65,
Programma_CS2_RENAN/tests/test_game_tree.py,574,B65,,,,D-B65,
Programma_CS2_RENAN/tests/test_feature_extractor_contracts.py,467,B66,,,,D-B66,
Programma_CS2_RENAN/tests/test_feature_kast_roles.py,663,B66,,,,D-B66,
Programma_CS2_RENAN/tests/test_round_stats_enrichment.py,353,B66,,,,D-B66,
Programma_CS2_RENAN/tests/test_skill_assessment.py,353,B66,,,,D-B66,
Programma_CS2_RENAN/tests/test_tensor_factory.py,985,B66,,,,D-B66,
Programma_CS2_RENAN/tests/test_baselines.py,424,B67,,,,D-B67,
Programma_CS2_RENAN/tests/test_config_resolution.py,335,B67,,,,D-B67,
Programma_CS2_RENAN/tests/test_database_layer.py,439,B67,,,,D-B67,
Programma_CS2_RENAN/tests/test_db_backup.py,293,B67,,,,D-B67,
Programma_CS2_RENAN/tests/test_experience_bank_db.py,745,B67,,,,D-B67,
Programma_CS2_RENAN/tests/test_coaching_engines.py,551,B68,,,,D-B68,
Programma_CS2_RENAN/tests/test_coaching_service_contracts.py,347,B68,,,,D-B68,
Programma_CS2_RENAN/tests/test_coaching_service_fallback.py,292,B68,,,,D-B68,
Programma_CS2_RENAN/tests/test_coaching_service_flows.py,616,B68,,,,D-B68,
Programma_CS2_RENAN/tests/test_hybrid_engine.py,368,B68,,,,D-B68,
Programma_CS2_RENAN/tests/test_rag_knowledge.py,289,B68,,,,D-B68,
Programma_CS2_RENAN/tests/test_charts.py,264,B69,,,,D-B69,
Programma_CS2_RENAN/tests/test_design_token_references.py,43,B69,,,,D-B69,
Programma_CS2_RENAN/tests/test_detonation_overlays.py,130,B69,,,,D-B69,
Programma_CS2_RENAN/tests/test_qt_core.py,1101,B69,,,,D-B69,
Programma_CS2_RENAN/tests/test_tactical_frame_widgets.py,194,B69,,,,D-B69,
Programma_CS2_RENAN/tests/test_ui_harness.py,120,B69,,,,D-B69,
Programma_CS2_RENAN/tests/test_ui_smoke.py,126,B69,,,,D-B69,
Programma_CS2_RENAN/tests/test_deployment_readiness.py,390,B70,,,,D-B70,
Programma_CS2_RENAN/tests/test_handoff_regressions.py,366,B70,,,,D-B70,
Programma_CS2_RENAN/tests/test_observability.py,333,B70,,,,D-B70,
Programma_CS2_RENAN/tests/test_phase0_3_regressions.py,574,B70,,,,D-B70,
Programma_CS2_RENAN/tests/test_security_hardening.py,267,B70,,,,D-B70,
Programma_CS2_RENAN/tests/test_tools_regressions.py,361,B70,,,,D-B70,
Programma_CS2_RENAN/tests/test_v1_blockers.py,460,B70,,,,D-B70,
Programma_CS2_RENAN/tests/test_blind_spots_extended.py,131,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_blind_synthesis.py,109,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_config_dotenv.py,62,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_config_extended.py,190,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_drift_and_heuristics.py,251,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_engagement_range_extended.py,141,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_entropy_extended.py,148,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_integration.py,70,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_lifecycle.py,81,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_map_manager.py,104,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_meta_drift_attribution.py,116,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_momentum_extended.py,134,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_movement_quality_tickrate.py,168,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_onboarding.py,87,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_onboarding_training.py,156,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_playback_engine.py,194,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_profile_service.py,138,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_security.py,152,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_services.py,98,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_session_engine.py,476,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_spatial_and_baseline.py,180,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_spatial_engine.py,62,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_telemetry_client.py,46,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_utility_economy_extended.py,146,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_z_penalty.py,152,B71,,,,D-B71,
Programma_CS2_RENAN/tests/test_auto_enqueue.py,146,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_data_pipeline_contracts.py,190,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_database_wal_enforcement.py,170,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_db_governor_integration.py,224,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_debug_ingestion.py,80,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_dem_validator.py,130,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_demo_format_adapter.py,252,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_demo_parser.py,325,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_dimension_chain_integration.py,124,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_faceit_integration.py,74,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_features.py,74,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_grenade_thrown_extraction.py,243,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_hltv_stat_parsing.py,71,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_hltv_table_registry.py,119,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_ingestion_boundary.py,137,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_ingestion_pipeline.py,268,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_ingestion_tickrate.py,188,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_label_source_monitor.py,144,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_match_data_dangling_symlink.py,100,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_match_data_no_implicit_migration.py,130,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_match_shard_schema_contract.py,87,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_metadata_dim_contract.py,121,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_models.py,74,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_pro_demo_miner.py,227,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_rating_components_contract.py,205,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_storage_manager_archive.py,55,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_strategy_label_migration.py,142,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_tactical_features.py,83,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_tick_rate_propagation.py,75,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_tick_rate_ssot.py,161,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_trade_kill_detector.py,367,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_trade_timing.py,192,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_vector_index_contracts.py,54,B72,,,,D-B72,
Programma_CS2_RENAN/tests/test_amp_autocast.py,56,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_chat_streaming.py,247,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_checkpoint_normalizer_versioning.py,181,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_concept_temperature_saturation.py,147,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_dry_run_checkpoint_integrity.py,97,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_ema_hopfield_drift_invariants.py,170,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_embedding_collapse_detector.py,117,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_jepa_insight_adapter.py,244,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_knowledge_graph.py,239,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_model_factory_contracts.py,225,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_moe_sparse_gate.py,197,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_nn_config_reproducibility.py,146,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_nn_training.py,190,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_persistence_stale_checkpoint.py,229,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_skill_model.py,204,B73,,,,D-B73,
Programma_CS2_RENAN/tests/test_training_callbacks.py,257,B73,,,,D-B73,
Programma_CS2_RENAN/tests/__init__.py,0,B74,,,,D-B74,
Programma_CS2_RENAN/tests/test_analysis_orchestrator.py,207,B74,,,,D-B74,
Programma_CS2_RENAN/tests/test_coaching_dialogue.py,149,B74,,,,D-B74,
Programma_CS2_RENAN/tests/test_coaching_dialogue_tools.py,250,B74,,,,D-B74,
Programma_CS2_RENAN/tests/test_coaching_dialogue_tutor_mode.py,106,B74,,,,D-B74,
Programma_CS2_RENAN/tests/test_experience_bank_dedup.py,102,B74,,,,D-B74,
Programma_CS2_RENAN/tests/test_experience_bank_logic.py,122,B74,,,,D-B74,
Programma_CS2_RENAN/tests/test_player_knowledge_tickrate.py,79,B74,,,,D-B74,
Programma_CS2_RENAN/tests/test_state_reconstructor.py,101,B74,,,,D-B74,
Programma_CS2_RENAN/tests/test_temporal_baseline.py,257,B74,,,,D-B74,
evals/cs2_coach_bench/run_eval.py,241,B75,,,,D-B75,
evals/cs2_coach_bench/score_responses.py,238,B75,,,,D-B75,
tests/forensics/check_db_status.py,61,B75,,,,D-B75,
tests/forensics/check_failed_tasks.py,42,B75,,,,D-B75,
tests/forensics/debug_env.py,30,B75,,,,D-B75,
tests/forensics/debug_nade_cols.py,40,B75,,,,D-B75,
tests/forensics/debug_parser_fields.py,66,B75,,,,D-B75,
tests/forensics/probe_missing_tables.py,38,B75,,,,D-B75,
tests/forensics/test_forensic_parser.py,59,B75,,,,D-B75,
tests/forensics/test_skill_logic.py,92,B75,,,,D-B75,
tests/forensics/verify_map_dimensions.py,42,B75,,,,D-B75,
tests/forensics/verify_spatial_integrity.py,48,B75,,,,D-B75,
tests/test_coach_answer_eval.py,68,B75,,,,D-B75,
tests/test_d3_rederive.py,129,B75,,,,D-B75,
tests/test_eval_harness.py,101,B75,,,,D-B75,
tests/test_lock_files.py,214,B75,,,,D-B75,
tests/test_rescrape_placeholder_pros.py,215,B75,,,,D-B75,
tests/test_sync_pro_players.py,96,B75,,,,D-B75,
tests/verify_chronovisor_logic.py,129,B75,,,,D-B75,
tests/verify_chronovisor_real.py,118,B75,,,,D-B75,
tests/verify_csv_ingestion.py,66,B75,,,,D-B75,
tests/verify_map_integration.py,117,B75,,,,D-B75,
tests/verify_reporting.py,91,B75,,,,D-B75,
tests/verify_superposition.py,110,B75,,,,D-B75,
.cs2_req_no_torch.txt,54,B76,,,,D-B76,config
.env.example,41,B76,,,,D-B76,config
.gitattributes,29,B76,,,,D-B76,config
.github/workflows/build.yml,471,B76,,,,D-B76,config
.github/workflows/fuzz-nightly.yml,101,B76,,,,D-B76,config
.github/workflows/notify-failure.yml,99,B76,,,,D-B76,config
.github/workflows/threat-model-gate.yml,159,B76,,,,D-B76,config
.gitignore,217,B76,,,,D-B76,config
.pre-commit-config.yaml,97,B76,,,,D-B76,config
MANIFEST.in,19,B76,,,,D-B76,config
_rocm_smoke.sh,37,B76,,,,D-B76,config
alembic.ini,147,B76,,,,D-B76,config
bindep.txt,17,B76,,,,D-B76,config
docker-compose.yml,16,B76,,,,D-B76,config
export_env.bat,5,B76,,,,D-B76,config
ingest.sh,79,B76,,,,D-B76,config
integrity_manifest.json,23,B76,,,,D-B76,config
launch.sh,29,B76,,,,D-B76,config
packaging/cs2_analyzer_win.spec,168,B76,,,,D-B76,config
packaging/windows_installer.iss,78,B76,,,,D-B76,config
pyproject.toml,81,B76,,,,D-B76,config
pytest.ini,49,B76,,,,D-B76,config
requirements-ci.txt,12,B76,,,,D-B76,config
requirements-dev.in,62,B76,,,,D-B76,config
requirements-dist.txt,100,B76,,,,D-B76,config
requirements-lock-cpu.txt,132,B76,,,,D-B76,config
requirements-lock.txt,134,B76,,,,D-B76,config
requirements-rap.in,27,B76,,,,D-B76,config
requirements-rap.txt,16,B76,,,,D-B76,config
requirements.in,85,B76,,,,D-B76,config
requirements.txt,55,B76,,,,D-B76,config
scripts/Setup_Macena_CS2.ps1,57,B76,,,,D-B76,config
scripts/build_exe.bat,13,B76,,,,D-B76,config
scripts/build_production.bat,94,B76,,,,D-B76,config
scripts/reaggregate.sh,71,B76,,,,D-B76,config
setup_new_pc.bat,22,B76,,,,D-B76,config
train.sh,71,B76,,,,D-B76,config
train_docker.sh,52,B76,,,,D-B76,config
